HitId,HitTitle,Annotation,AssignmentId,WorkerId,Status,AcceptTime,SubmitTime,Answer 1,Answer 2
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3AAJC4I4FGSLFL5QL3KMKKDCZQ9JZI,A11ANA7JWRJUZG,Approved,"Sat Apr 02 21:19:25 PDT 2016","Sat Apr 02 21:20:30 PDT 2016",  Good luck on your research.,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",34S6N1K2ZVJ5JQTWI2QS0SMZ7PYLHX,AJHC1J5QKB106,Approved,"Sat Apr 02 21:22:35 PDT 2016","Sat Apr 02 21:23:22 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3T3IWE1XG6N6FW04A1FDVXOHSPGQT1,A3SFWUQMQPTSGJ,Approved,"Sat Apr 02 21:35:17 PDT 2016","Sat Apr 02 21:35:59 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3S4AW7T80BIB7E513V6963DV2KD4LV,A1J0D3C27XD215,Approved,"Sat Apr 02 21:52:52 PDT 2016","Sat Apr 02 21:54:05 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3QJOXOW4XJRD5YKFSDJ1F24BFEWEMC,AQJQR04XHC0J3,Approved,"Sat Apr 02 21:53:41 PDT 2016","Sat Apr 02 21:54:25 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",37KGEN7NJ3QNNS6IT7R4QIXAYQCPP7,A1I8DXIL52SU0,Approved,"Sun Apr 03 01:35:35 PDT 2016","Sun Apr 03 01:36:56 PDT 2016",  It was to fast to be accurate,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3MX2NQ3YC9UO3RQQVJS7MPEW9PL5XQ,A2FNZLI65R2PXH,Approved,"Sun Apr 03 01:44:53 PDT 2016","Sun Apr 03 01:45:33 PDT 2016",  OK,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",30BXRYBRP4XLUK5VMGXU933F5W7HWR,A2TXQUIZTGSM19,Approved,"Sun Apr 03 04:11:40 PDT 2016","Sun Apr 03 04:14:40 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",36TFCYNS44A0JKALWLTGBMHMEYDXH0,AAWX7QFQUNM6D,Approved,"Sun Apr 03 04:26:04 PDT 2016","Sun Apr 03 04:28:03 PDT 2016",  Just read it as quickly as I can. Hope my answers are correct!,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3QXNC7EIPIVZ7OMRVXGHPRWNLEL09J,A2TY9UFU76QU6K,Approved,"Sun Apr 03 05:00:39 PDT 2016","Sun Apr 03 05:02:23 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3XXU1SWE8MVDC7WWN3UHLM77RW30AY,AM933AX8ET8TZ,Approved,"Sun Apr 03 05:04:53 PDT 2016","Sun Apr 03 05:05:45 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3F6HPJW4JD0HFU2D3VUNMZXDGDQ2WV,AOG3QPEE94LL6,Approved,"Sun Apr 03 05:06:29 PDT 2016","Sun Apr 03 05:08:22 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3OVR4I9USPJMYBLEV0E5NPCPCQ44QO,A2S4VEX48QMX6S,Approved,"Sun Apr 03 05:10:50 PDT 2016","Sun Apr 03 05:11:47 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3E7TUJ2EGCMT68NL794C4YG6F3TD9O,A256SILBF4K00K,Approved,"Sun Apr 03 05:31:32 PDT 2016","Sun Apr 03 05:34:01 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",336YQZE83VED9FRMHCQYB8YY2L35M8,AYGHWD6WD9CQ0,Approved,"Sun Apr 03 05:40:07 PDT 2016","Sun Apr 03 05:42:37 PDT 2016",It was interesting study.,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3I3WADAZ9Q419ICYUS5B3CN3XLI5ON,A3B3WH3NMJWLG4,Approved,"Sun Apr 03 05:42:02 PDT 2016","Sun Apr 03 05:44:08 PDT 2016",  Good one.,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3NVC2EB65QZAPHTWMWQGQ6NLXZPY30,A1H6HIUW5O4XSH,Approved,"Sun Apr 03 05:46:48 PDT 2016","Sun Apr 03 05:49:05 PDT 2016",  I should have skimmed once faster!,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",30IQTZXKAK6P8K4PYDMV5UI5SHC0X2,A19IWFLUTW6KQU,Approved,"Sun Apr 03 05:50:40 PDT 2016","Sun Apr 03 05:51:44 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",36PW28KO4ZWC3XBQVATW6B9BLXCAET,A3MUINLM5FMKYF,Approved,"Sun Apr 03 05:54:39 PDT 2016","Sun Apr 03 05:55:31 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3OVHNO1VE618CZ5YB7YBHMIZU6IZDQ,A2WBZ3W4TZNCJL,Approved,"Sun Apr 03 06:53:17 PDT 2016","Sun Apr 03 06:54:20 PDT 2016",  None. Thank you. ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3YHH42UU5BFU8QN0KUJ7U0NIL830LH,A2YMHHRV5ZIRKM,Approved,"Sun Apr 03 07:17:14 PDT 2016","Sun Apr 03 07:18:06 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3MAOD8E57QASTGWWZJOTG6EI0ANNX0,A19BXTJA0K63GU,Approved,"Sun Apr 03 07:42:44 PDT 2016","Sun Apr 03 07:43:48 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3EICBYG644W87SUGTP0E9MCRQ8VJCR,A1PTC5FHUYMWYL,Approved,"Sun Apr 03 08:04:39 PDT 2016","Sun Apr 03 08:05:32 PDT 2016",  Thank you,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3IHR8NYAM711YZKZVNZGNKMF7UKP4K,AO9YNOJX9XU1Z,Approved,"Sun Apr 03 08:28:36 PDT 2016","Sun Apr 03 08:30:13 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",39LOEL67OS5VAB2E9SSMRTZJ4KP38U,A205YOMVOVCUY4,Approved,"Sun Apr 03 08:45:11 PDT 2016","Sun Apr 03 08:48:06 PDT 2016",I like numbers so I always scan for important details that include them. Then go back and scan for names and places. ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3OSWBBLG1EXJ745JAPAQK12OM6NDXA,A2653BIPJKEMRK,Approved,"Sun Apr 03 08:50:36 PDT 2016","Sun Apr 03 08:51:32 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3PMBY0YE273J1GH77D91KSYOU3K9CN,A2NXQS911MA9SQ,Approved,"Sun Apr 03 09:19:22 PDT 2016","Sun Apr 03 09:20:33 PDT 2016",  time was too short to read article,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3I0BTBYZAXLE8PUZ398XO8PEUNA0YC,A2LFALSAUW4J5U,Approved,"Sun Apr 03 10:04:31 PDT 2016","Sun Apr 03 10:05:06 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3IJXV6UZ1XJGIJZTT459MGWDDUBIRM,A1BZGSH8ZNFC16,Approved,"Sun Apr 03 10:09:38 PDT 2016","Sun Apr 03 10:10:17 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3570Y55XZPJBJT5KHBX090CU14YYGC,A2S2WJWAZKSIO7,Approved,"Sun Apr 03 10:09:33 PDT 2016","Sun Apr 03 10:11:22 PDT 2016","  I paid more attention to the shared post than I did the person sharing. I do not remember who shared, but do remember a 6.7 magnitude earthquake in Saudi Arabia.",Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3HWRJOOET52G3TXKCAFNRB3H73OESY,A2HBC1VUEQUEE3,Approved,"Sun Apr 03 10:19:01 PDT 2016","Sun Apr 03 10:20:19 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3NVC2EB65QZAPHTWMWQGQ6NLXZUY35,A38YOID5I10IJ6,Approved,"Sun Apr 03 10:35:01 PDT 2016","Sun Apr 03 10:35:40 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3HWRJOOET52G3TXKCAFNRB3H73PESZ,AP3NIZ9EZNVY4,Approved,"Sun Apr 03 10:36:03 PDT 2016","Sun Apr 03 10:37:37 PDT 2016",Interesting study,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3R5F3LQFV2KZGWWN1GCRSGUYYKUOZH,A1SDGKX11DE19T,Approved,"Sun Apr 03 10:45:15 PDT 2016","Sun Apr 03 10:46:03 PDT 2016",  none,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",336YQZE83VED9FRMHCQYB8YY2L7M5T,A1KFIQBETMB81I,Approved,"Sun Apr 03 10:50:05 PDT 2016","Sun Apr 03 10:51:34 PDT 2016",  I was trying to catch all the information so I did not get too far into the article before time ran out. ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3Z4AIRP3C6DPF9P7UWQVJZ1FX9MX16,A3HOBJ4PJUOCUN,Approved,"Sun Apr 03 10:52:03 PDT 2016","Sun Apr 03 10:53:40 PDT 2016","  Sorry did not remember the info. I was reading the Facebook post and just saw that is mentioned the people of Spain, but did not get a chance to read the article.",Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3U84XHCDICDVC3M5IWXIEIOTHTV4ZO,A26NGLGGFTATVN,Approved,"Sun Apr 03 10:53:21 PDT 2016","Sun Apr 03 10:54:15 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3JV9LGBJWTEZPF1IBOO279ESNU1GOL,A1YH9C9RMZYYCI,Approved,"Sun Apr 03 11:07:33 PDT 2016","Sun Apr 03 11:08:41 PDT 2016",  did not have any time to read the article...,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3RANCT1ZVFHYB3D4RO8X54FKP3YBUD,AF8YCBTE6TI1W,Approved,"Sun Apr 03 11:07:50 PDT 2016","Sun Apr 03 11:09:17 PDT 2016",I need to skim it faster. I spent time reading the post instead of the article.,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",36ZN444YTRYDL67D1CO5SLR827UOIM,ACZ3CUF2HI2WS,Approved,"Sun Apr 03 11:20:32 PDT 2016","Sun Apr 03 11:21:30 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3HRMW88U16QEE85LK6KMUD27LDYM0A,ANGIVLE5G16LC,Approved,"Sun Apr 03 11:26:39 PDT 2016","Sun Apr 03 11:29:18 PDT 2016",  Fun but very quick display of information. Luckily I can speed read.,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",351SEKWQS0H8DS6FWI8H9KMQF27MD3,A134MJZL7H493A,Approved,"Sun Apr 03 11:29:13 PDT 2016","Sun Apr 03 11:30:43 PDT 2016",I was figuring this survey would be about impressions of people feeling sympathetic in an effort to get attention. I was surprised at the recollection questions. This was a fun survey.,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",34PGFRQONOBHLQ0LAG0FLGJUIOJWJJ,AHQXCSWP0U6KO,Approved,"Sun Apr 03 11:46:11 PDT 2016","Sun Apr 03 11:47:02 PDT 2016",  Thank you.,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3U4J9857OEBWDS18EGFMVC10HS1B7B,A3W0URLHJAEZ8Z,Approved,"Sun Apr 03 11:46:28 PDT 2016","Sun Apr 03 11:47:27 PDT 2016",  Interesting HIT. Thanks.,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3IGI0VL647K5Z7I4YS1XXTNPO6QNO3,A1WN6BJ47DIQY4,Approved,"Sun Apr 03 11:58:11 PDT 2016","Sun Apr 03 11:59:15 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3K4J6M3CXETANB7H15JK6EUNYD3AGM,A27V3C981C1Q86,Approved,"Sun Apr 03 12:47:31 PDT 2016","Sun Apr 03 12:48:42 PDT 2016",  The only information I know was correct was location. Other two were simply fillers,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3YMU66OBIN8PXYFV7BTCN0HRB8THG4,A99QRHR8P2UHN,Approved,"Sun Apr 03 13:00:46 PDT 2016","Sun Apr 03 13:04:12 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3UWN2HHPUY5KXZAX59I6HYXQLVXNS4,A2JSVCOSCUHJYE,Approved,"Sun Apr 03 13:06:58 PDT 2016","Sun Apr 03 13:07:34 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",358UUM7WRZ3JTZIXAD1CVR64ZE9R79,A1V0JYJ45H88KK,Approved,"Sun Apr 03 13:28:13 PDT 2016","Sun Apr 03 13:28:58 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3JC6VJ2SABJC7EIXK90T2H3Y84RA56,A1ILNFSDH9HOXN,Approved,"Sun Apr 03 13:55:48 PDT 2016","Sun Apr 03 13:57:26 PDT 2016","  I read the words the poster said first and concentrated on that. I know exactly their sentiment, but almost nothing about that which they were commenting on.",Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3RWE2M8QWHAKWQQLW7ZM7SR7Q3EN0H,A1CEQAMHMELL9R,Approved,"Sun Apr 03 13:59:25 PDT 2016","Sun Apr 03 14:02:46 PDT 2016","  I did not have a very good memory of what person posted it; however, if they were a friend on my friends' list, I would know right away. I know it was in Mexico and people died, from glancing quickly, but if I had stopped to read it in my news feed, I might've read it more closely.  Generally, I take in the quick information about what you asked the questions about but not the actual number.",Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3KGTPGBS6XL4NQD88VFM4BCGVXS2U9,A6SP6FP8I5VTI,Approved,"Sun Apr 03 14:01:30 PDT 2016","Sun Apr 03 14:02:50 PDT 2016",  Looked for main topics.,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3SBEHTYCWN3PFKBF7ZX3UCPAGH0IYY,A35V3Q68DUJOZT,Approved,"Sun Apr 03 14:13:34 PDT 2016","Sun Apr 03 14:14:30 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",33L7PJKHCGY09S08O7YD963HYJDT8C,A3JFXXCYVMPASS,Approved,"Sun Apr 03 14:17:16 PDT 2016","Sun Apr 03 14:17:57 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3SB5N7Y3O34EMY9Z93MRH8IAPRTG03,AUVDU4NEKIVM2,Approved,"Sun Apr 03 14:18:09 PDT 2016","Sun Apr 03 14:20:23 PDT 2016",  I assume that the point was for me to not be able to necessarily remember all of that information.I'm a bit of a slow reader too.,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3OXV7EAXLEQ86XJQGDVO7F3SYPA36J,AM03OFEBTZ4EV,Approved,"Sun Apr 03 14:18:52 PDT 2016","Sun Apr 03 14:20:25 PDT 2016",  :),Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3P529IW9KYLL5U2QNC2SX7AMRA4LFI,AMIX5O7BDFVAO,Approved,"Sun Apr 03 14:22:01 PDT 2016","Sun Apr 03 14:22:55 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3JBT3HLQF82H1W8OGGP6HGZO8PZZPI,A3KCWV8TW3Q71L,Approved,"Sun Apr 03 15:24:28 PDT 2016","Sun Apr 03 15:25:16 PDT 2016",  No comment,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",336YQZE83VED9FRMHCQYB8YY2LH5MM,AFQ6KVM6T2MX6,Approved,"Sun Apr 03 15:41:21 PDT 2016","Sun Apr 03 15:42:06 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",34HJIJKLP5WE3JHVHZ8FTCBXTIXV4N,A13RPOG44S6YO5,Approved,"Sun Apr 03 15:45:16 PDT 2016","Sun Apr 03 15:47:20 PDT 2016",  I focused more attention on the poster's comment at first glance and not their name. Then I skimmed the article on the earthquake.,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3GFK2QRXX9H9ERL0LEWLK60P0OWW57,A2WYCY1FMQOD5F,Approved,"Sun Apr 03 16:16:30 PDT 2016","Sun Apr 03 16:17:20 PDT 2016",  tried to remember key words.,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3LKC68YZ3A3VM1RIQTSKTC0GHJ1OW4,A1YEYGPP4R6286,Approved,"Sun Apr 03 16:25:51 PDT 2016","Sun Apr 03 16:26:39 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3XUHV3NRVKYRH1QBQFALJ3Q2L0JH5S,A3TNMLY8ILBZ31,Approved,"Sun Apr 03 16:31:34 PDT 2016","Sun Apr 03 16:32:48 PDT 2016","  I read the ""Facebook post,"" then I read the article abstract below.",Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3EA3QWIZ4IVTYYCLXTA4MVXV1GLTIP,A2IRBZJJEB9P5E,Approved,"Sun Apr 03 16:45:48 PDT 2016","Sun Apr 03 16:47:48 PDT 2016",  interesting.,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",32Z9ZLUT1LKDPBWTVU6KS9QT2VQOH6,A32GGHVM2WI33B,Approved,"Sun Apr 03 17:13:26 PDT 2016","Sun Apr 03 17:14:10 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3ZPBJO59KP1MLE545LS4HFEUYHKDHZ,A1DWNFYSHTM6LJ,Approved,"Sun Apr 03 17:21:51 PDT 2016","Sun Apr 03 17:23:21 PDT 2016",  interesting to work on such quick hits to check our memory,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3RSDURM96AMDZF9TBG7C9XRIOP0EYU,ABO9F0JD9NN54,Approved,"Sun Apr 03 17:51:29 PDT 2016","Sun Apr 03 17:52:26 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3ZY8KE4ISJ3LSO4TFWFSWFC2PBNQVA,AZZ2Y5UHP5F0L,Approved,"Sun Apr 03 18:07:08 PDT 2016","Sun Apr 03 18:08:00 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",33SA9F9TRXU9AAETWFPOO062DH3EWY,A2KLA5ZT5Q694P,Approved,"Sun Apr 03 18:24:45 PDT 2016","Sun Apr 03 18:25:43 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3OS4RQUCR9F9SLGEWZDYJ4EHFH1BFY,A1ZS7JAUO4ZFB4,Approved,"Sun Apr 03 18:30:12 PDT 2016","Sun Apr 03 18:31:08 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",39GXDJN2OTEFMK4XT2YSAOR2V558VL,A10L51JRYZCV4M,Approved,"Sun Apr 03 18:40:21 PDT 2016","Sun Apr 03 18:41:18 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3IQ1VMJRYTKV81K9NZDAEX80U1M9AA,A2UDDQV671PA15,Approved,"Sun Apr 03 18:42:28 PDT 2016","Sun Apr 03 18:43:20 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3A0EX8ZRN8OFSCX91P5M8PLXLSRYBI,A6B43UN5AVBWL,Approved,"Sun Apr 03 18:42:58 PDT 2016","Sun Apr 03 18:44:00 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3VHP9MDGRNKS2Q8KAZ9TUOKZX22CF7,A3C1NTRO2ET8CH,Approved,"Sun Apr 03 18:47:35 PDT 2016","Sun Apr 03 18:48:15 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",38F5OAUN5NC6454UE8PIHN4YC6O7H7,A2KHLU1L7B44GZ,Approved,"Sun Apr 03 18:48:19 PDT 2016","Sun Apr 03 18:50:20 PDT 2016",  I was so sad the minute I saw it was a sad post and reading the article I felt sad couldn't really focus.  Could only remember a little bit.  Would have needed more time to read.,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3ATPCQ38J8AA92SHVB5QDE1R3A8YAP,A15HU49FIL1WLA,Approved,"Sun Apr 03 19:01:44 PDT 2016","Sun Apr 03 19:04:09 PDT 2016","I'm pretty sure my last 2 answers weren't spot on. but should be close.  No strategies, I typically scan when I read and hopefully retain something!",Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3VP0C6EFSGW9SJR0MV033ECYYH66MJ,A3ODZIZZM0WQER,Approved,"Sun Apr 03 19:12:44 PDT 2016","Sun Apr 03 19:13:23 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3X66WABAJWIA3Q8WSQ4AJ6GHS4RG3E,A13GIEW5VV503G,Approved,"Sun Apr 03 19:13:06 PDT 2016","Sun Apr 03 19:13:44 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",386CSBG1OZM0DYPSEO7KKNW38I36Q6,A10OC102Y9E66E,Approved,"Sun Apr 03 19:13:35 PDT 2016","Sun Apr 03 19:14:36 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3IXEICO792JD5EHKVS1FPS7QSP36TL,A1SVY6OLOUWIOZ,Approved,"Sun Apr 03 19:29:03 PDT 2016","Sun Apr 03 19:30:09 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3Q5C1WP23M1GDQ5XOQ70RGAV4B351X,A3689O1BRWWXS2,Approved,"Sun Apr 03 19:45:40 PDT 2016","Sun Apr 03 19:46:55 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3GD6L00D3SXELXQ3GPOM8ILHQ6SM13,A1D3Y6TSWBE7U,Approved,"Sun Apr 03 19:46:32 PDT 2016","Sun Apr 03 19:48:04 PDT 2016"," Just a little more time to finish scanning would've been helpful. Otherwise, works well.",Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",34T446B1C0E15MTU7HQ8RHXVR0KC0A,AUITKKZAWBI94,Approved,"Sun Apr 03 19:55:39 PDT 2016","Sun Apr 03 19:56:25 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3ZSY5X72NXBQE5AWRZIE6DSZP42ORH,A22841SASRAPDJ,Approved,"Sun Apr 03 19:59:04 PDT 2016","Sun Apr 03 19:59:55 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3U84XHCDICDVC3M5IWXIEIOTHUMZ4C,A6I9B1ZADKCYZ,Approved,"Sun Apr 03 20:09:15 PDT 2016","Sun Apr 03 20:10:32 PDT 2016",The details in the questions weren't something I normally concentrate on (like author). But thank you for the opportunity.,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3ZQIG0FLQEGQCL0FR5EYO4UODCGVWV,A1RHOSNI4I07D5,Approved,"Sun Apr 03 20:24:35 PDT 2016","Sun Apr 03 20:25:14 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3AMYWKA6YBMXSMCCZBFGVI13THQO6L,A1HQ51746VE082,Approved,"Sun Apr 03 20:27:09 PDT 2016","Sun Apr 03 20:27:55 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3LOTDFNYA7Z1GOEPRQ9U6IR2PITFWS,A2NOM8AG7YILE5,Approved,"Sun Apr 03 20:42:38 PDT 2016","Sun Apr 03 20:44:03 PDT 2016",  Thank you! Was really fast and couldn't get much.,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3TDXMTX3CBUNW0191G2BBL5HH8UI6N,A3FU99QHMC1KLP,Approved,"Sun Apr 03 21:36:04 PDT 2016","Sun Apr 03 21:36:50 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3BDCF01OGXUR5LJLS2UGMSH2XMHYLH,A2MKC3DJC1GCDJ,Approved,"Sun Apr 03 21:45:15 PDT 2016","Sun Apr 03 21:48:45 PDT 2016",  I wasn't ready for the short amount of time so I started from the top and read everything twice to try to remember it; I barely started reading the news portion of the post before the image was removed.,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3RANCT1ZVFHYB3D4RO8X54FKP4TUBT,A3JFJTUV6WRNZK,Approved,"Sun Apr 03 22:20:28 PDT 2016","Sun Apr 03 22:22:13 PDT 2016",  time was very short that I didn't register any info that was asked.,Complete HIT,
